time,dist
0,0
0.0408163265306122,0.0397255548421758
0.0816326530612245,0.0773469500743267
0.122448979591837,0.112975637573766
0.163265306122449,0.14671716590092
0.204081632653061,0.178671492982715
0.244897959183673,0.208933282233933
0.285714285714286,0.237592182993789
0.326530612244898,0.264733096108509
0.36734693877551,0.290436425446688
0.408163265306122,0.314778316092533
0.448979591836735,0.337830879922627
0.489795918367347,0.359662409234473
0.530612244897959,0.380337579059698
0.571428571428571,0.399917638761239
0.612244897959184,0.418460593482131
0.653061224489796,0.436021375983421
0.693877551020408,0.452652009380277
0.73469387755102,0.468401761258376
0.775510204081633,0.483317289627164
0.816326530612245,0.497442781142332
0.857142857142857,0.510820082007022
0.897959183673469,0.523488821939525
0.938775510204082,0.535486531574735
0.979591836734694,0.546848753647152
1.02040816326531,0.557609148284814
1.06122448979592,0.567799592726074
1.10204081632653,0.577450275754643
1.14285714285714,0.586589787132658
1.18367346938776,0.595245202296703
1.22448979591837,0.603442162567705
1.26530612244898,0.611204951112328
1.30612244897959,0.618556564880875
1.3469387755102,0.625518782734833
1.38775510204082,0.632112229965884
1.42857142857143,0.6383564393975
1.46938775510204,0.644269909250154
1.51020408163265,0.649870157941556
1.55102040816327,0.655173775984264
1.59183673469388,0.660196475134415
1.63265306122449,0.664953134937173
1.6734693877551,0.669457846806785
1.71428571428571,0.67372395577183
1.75510204081633,0.677764100009337
1.79591836734694,0.681590248284874
1.83673469387755,0.68521373540954
1.87755102040816,0.688645295818884
1.91836734693878,0.691895095373247
1.95918367346939,0.694972761473713
2,0.697887411582899
